techs,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand
2021-02-01 19:00:00,7.886,9.354501604,6.322429532,8.021577716,8.941533526,10.11276535,4.182,5.46690587
2021-02-01 20:00:00,8.502,10.08285147,6.687222997,8.644268513,9.628552212,10.61768542,3.888,4.456322807
2021-02-01 21:00:00,8.047,10.6275,6.44999486,8.182258727,8.57781151,10.31233749,3.642,3.319091986
2021-02-01 22:00:00,6.784,8.064934367,6.985874721,6.82554846,6.873803989,8.70146668,3.612,4.058147613
2021-02-01 23:00:00,5.124,6.041206872,4.083780724,5.178765336,6.264540833,6.531009577,3.222,3.513353565
2021-02-02 00:00:00,3.868,4.890099958,3.399455316,4.20252727,4.684645073,5.297617674,3.045,3.39208419
2021-02-02 01:00:00,3.172,3.9116216,2.554661991,3.241386731,3.581649003,4.086827023,2.998,2.086
2021-02-02 02:00:00,2.719,3.474044154,2.162292452,2.742290368,3.057604418,2.969899049,3.011,2.086
2021-02-02 03:00:00,2.542,3.051047463,2.081,3.257340634,2.850289381,2.82217879,2.948,3.225509904
2021-02-02 04:00:00,2.446,2.889536347,2.081,2.477472268,2.081,3.123898452,2.893,3.184600841
2021-02-02 05:00:00,2.808,3.31791686,2.24216661,2.844368498,2.624049807,3.585728281,3.206,3.256380627
2021-02-02 06:00:00,4.104,4.973875416,3.273548203,4.156054422,4.63251221,5.240026696,3.285,3.810849477
2021-02-02 07:00:00,5.007,5.878167796,3.973256089,5.046346535,5.618653113,6.478078493,4.804,4.846348158
2021-02-02 08:00:00,4.391,5.153931589,3.485372693,4.308856601,4.696343484,5.571991406,6.508,7.1532139
2021-02-02 09:00:00,4.318,5.065767094,2.081,4.73367271,4.842111189,5.484990366,7.078,7.889653437
2021-02-02 10:00:00,4.527,5.311595827,2.986342165,4.55519187,5.07710868,5.748314077,7.464,7.837339725
2021-02-02 11:00:00,4.582,5.379995252,3.501652041,4.612733215,5.142286814,5.780669547,7.542,8.128028843
2021-02-02 12:00:00,4.936,5.858768496,3.921459982,4.551235161,5.545287003,4.448809722,7.131,8.101542286
2021-02-02 13:00:00,5.062,5.995474983,4.058693606,6.521016886,5.69088814,7.40800502,6.613,7.291603618
2021-02-02 14:00:00,4.952,5.850943654,3.954865054,4.994436226,5.597997301,6.32756596,6.195,6.865070807
2021-02-02 15:00:00,5.087,6.010497957,5.368002036,5.154500326,6.317944085,6.464180826,5.916,6.481886338
2021-02-02 16:00:00,4.976,7.248632193,3.974527714,5.04274088,5.620345623,6.356655369,5.571,3.129519668
2021-02-02 17:00:00,5.388,6.365823526,4.303418541,5.538572497,5.861220004,6.888631304,5.483,5.253482372
2021-02-02 18:00:00,6.722,8.240320244,5.361268711,6.714243462,7.590423104,10.10171213,4.76,5.243262884
2021-02-02 19:00:00,7.886,9.086208523,6.296155083,6.914821115,8.903512307,10.06712748,4.373,4.807506031
2021-02-02 20:00:00,8.502,9.74741404,6.788596316,8.611765011,9.598659111,10.6275,3.935,4.354062913
2021-02-02 21:00:00,8.047,9.19680556,6.424776349,8.732332391,9.084726711,10.27529132,3.877,3.938368927
2021-02-02 22:00:00,6.784,8.014344222,5.417253848,6.872892395,7.660565273,8.902425926,3.77,3.92541523
2021-02-02 23:00:00,5.124,6.055350547,4.093143142,5.204969962,5.788038085,6.199188978,3.24,3.595809157
2021-02-03 00:00:00,3.868,4.572944826,2.414154303,3.921184704,4.371142599,4.943802771,3.144,3.294335735
2021-02-03 01:00:00,3.172,2.754951926,2.535816973,3.217227156,3.586091299,4.230090072,2.988,2.086
2021-02-03 02:00:00,2.719,3.3581212,2.162188837,2.393478903,3.05773375,3.459652467,2.909,3.240510391
2021-02-03 03:00:00,2.542,2.991254239,2.081,2.56646806,3.231654234,3.204639353,2.835,3.224536269
2021-02-03 04:00:00,2.446,2.887076407,2.081,2.475925187,2.744569627,3.461530588,2.958,3.184781877
2021-02-03 05:00:00,2.808,3.314879867,2.240116247,2.841941095,3.171662894,5.368595916,3.327,3.365146223
2021-02-03 06:00:00,4.104,5.081287183,3.274758454,4.284967419,4.630136738,5.237382471,3.47,2.907702849
2021-02-03 07:00:00,5.007,5.902217288,3.981601715,5.06108027,5.642220691,7.665091122,4.562,5.074599987
2021-02-03 08:00:00,4.391,5.177287745,3.501331466,5.098222036,4.949379412,5.598630912,6.602,7.141028772
2021-02-03 09:00:00,4.318,5.19309599,2.598874452,4.477093302,5.044423231,5.619647358,6.739,7.698405259
2021-02-03 10:00:00,4.527,5.334029032,3.60545243,4.573257027,5.098509193,4.958555089,6.703,7.912623919
2021-02-03 11:00:00,4.582,5.489291525,3.6495284,5.481076763,5.160759361,5.83101543,6.863,7.288980506
2021-02-03 12:00:00,4.936,5.818061376,3.932530007,4.989575167,5.561616155,6.010568269,6.707,7.89245
2021-02-03 13:00:00,5.062,5.96813663,4.034083572,5.118155864,5.704611144,6.451827048,6.619,7.218937945
2021-02-03 14:00:00,4.952,5.846585979,3.999867482,5.012359934,4.681270487,5.716390695,5.923,6.37626728
2021-02-03 15:00:00,5.087,6.005655692,4.059447335,5.250618042,5.587543324,6.491657588,5.732,6.390546706
2021-02-03 16:00:00,4.976,6.504718036,3.971021756,5.038126385,5.387571061,6.350904834,5.093,3.76050147
2021-02-03 17:00:00,5.388,5.873248354,4.394683017,5.455016986,6.079997475,6.8834484,4.787,5.064385519
2021-02-03 18:00:00,6.722,8.610818928,5.363635479,6.80314134,7.281427545,8.664939791,4.57,2.32445894
2021-02-03 19:00:00,7.886,9.009773726,8.300280861,7.982837526,8.918552027,10.6275,4.043,4.456695082
2021-02-03 20:00:00,8.502,10.03998561,6.999761225,9.94680993,9.618293096,10.84868995,3.952,4.256334507
2021-02-03 21:00:00,8.047,9.498146233,6.42011392,8.145519164,9.08029279,10.26246915,3.327,3.914305099
2021-02-03 22:00:00,6.784,6.786361846,5.413181857,6.867027206,7.65315073,8.656556024,3.458,3.836619085
2021-02-03 23:00:00,5.124,6.066548389,4.096619,4.676691365,5.78544154,5.963078434,2.979,3.339663412
2021-02-04 00:00:00,3.868,5.154646675,3.194021579,3.915730299,4.364384123,4.935431001,2.928,2.086
2021-02-04 01:00:00,3.172,3.558697028,2.531068863,3.96374503,3.719015268,4.048195356,3.023,2.086
2021-02-04 02:00:00,2.719,3.207654691,2.168188029,2.642614593,2.951241197,3.681269619,2.83,3.24397951
2021-02-04 03:00:00,2.542,2.759354459,2.22841818,2.081,2.8663708,3.242399239,2.696,3.363149581
2021-02-04 04:00:00,2.446,2.199169791,2.081,2.474932365,2.758490894,3.338745908,2.706,2.086
2021-02-04 05:00:00,2.808,3.514206267,2.239448619,2.8386203,3.20507576,3.549129285,2.898,3.01269638
2021-02-04 06:00:00,4.104,6.077983091,3.273261633,3.060016746,4.6287164,5.94093619,3.42,2.889490628
2021-02-04 07:00:00,5.007,6.021944581,3.985038344,5.067035426,5.648059376,6.628648816,4.695,5.013195304
2021-02-04 08:00:00,4.391,5.182108017,3.502672241,4.443914405,4.951230539,5.599811507,6.916,7.151364269
2021-02-04 09:00:00,4.318,5.128167031,3.444360875,4.369860611,4.870735233,5.650152387,6.948,7.46795716
2021-02-04 10:00:00,4.527,5.342207131,3.850749447,4.584242681,5.106005398,5.775252008,7.738,8.40694064
2021-02-04 11:00:00,4.582,5.406988303,3.654838924,4.524727383,5.168332573,5.845274088,7.104,7.609070646
2021-02-04 12:00:00,4.936,5.824454844,3.932696874,4.484709209,5.558926764,6.266342604,7.414,7.634032579
2021-02-04 13:00:00,5.062,5.970699728,4.525700012,5.576966698,5.709472909,6.460419403,7.236,6.95387953
2021-02-04 14:00:00,4.952,5.270107767,4.106373214,5.011372274,5.58539583,7.827212062,6.416,2.922985314
2021-02-04 15:00:00,5.087,6.002752959,4.201583518,5.147790383,7.153618891,6.487069985,5.783,5.932056687
2021-02-04 16:00:00,4.976,5.868240372,3.966747695,5.471336112,5.613393094,6.347686011,5.046,5.399641666
2021-02-04 17:00:00,5.388,5.843362695,4.297648382,5.414823242,5.833583943,6.556872299,4.882,5.371962283
2021-02-04 18:00:00,6.722,7.283596314,6.602981795,6.802580812,7.582041765,8.558461325,4.662,4.513540413
2021-02-04 19:00:00,7.886,8.527413976,6.212152823,8.117829514,9.080544496,9.728291868,4.08,4.451665145
2021-02-04 20:00:00,8.502,10.03876309,6.410745245,8.60323544,9.592403187,10.84609694,3.932,4.39673506
2021-02-04 21:00:00,8.047,9.499724459,6.404961209,8.231966629,9.058821509,10.6275,3.418,4.12327786
2021-02-04 22:00:00,6.784,8.007552239,5.012630732,6.862481745,8.30642979,8.654481825,3.274,3.803922283
2021-02-04 23:00:00,5.124,6.046709074,4.087244464,5.197520627,5.779990314,6.536850063,2.905,3.619693151
2021-02-05 00:00:00,3.868,4.5645331,3.085434762,3.916217,4.363058666,4.530303037,2.716,3.125780757
2021-02-05 01:00:00,3.172,3.746699791,2.527901995,3.222095072,3.989082259,3.978729818,2.728,2.989032887
2021-02-05 02:00:00,2.719,3.207818195,2.168222757,2.750982156,3.067058783,3.467887067,2.784,3.173347962
2021-02-05 03:00:00,2.542,2.936398056,2.081,2.571628764,2.867127204,3.242721578,2.698,3.03547023
2021-02-05 04:00:00,2.446,2.886544552,2.081,2.475441002,3.201394141,3.120481865,2.668,2.96270824
2021-02-05 05:00:00,2.808,3.313747272,2.081,2.841788185,3.167372528,3.582269685,2.978,3.276595414
2021-02-05 06:00:00,4.104,5.500388362,3.078300995,4.153352167,4.711741976,5.235923372,3.241,2.086
2021-02-05 07:00:00,5.007,6.343108648,3.890902253,5.067220518,5.64779528,5.535003148,4.358,2.460086609
2021-02-05 08:00:00,4.391,5.413569989,3.502566914,4.360528362,5.644856902,5.387578265,6.366,7.309486386
2021-02-05 09:00:00,4.318,5.095163098,3.444221474,4.270294515,4.870531412,5.14015095,6.782,7.493640749
2021-02-05 10:00:00,4.527,5.34226585,3.611002395,4.581383513,5.10636988,5.77522394,6.92,7.780694674
2021-02-05 11:00:00,4.582,5.407016871,3.654899704,4.588847512,5.174780215,5.847612265,6.864,7.641678192
2021-02-05 12:00:00,4.936,5.605920547,3.936694214,4.989106997,5.567445757,6.297102497,6.896,7.850138393
2021-02-05 13:00:00,5.062,5.973429289,4.031728415,5.362335123,5.709106868,6.464106781,6.36,6.906191879
2021-02-05 14:00:00,4.952,6.985622498,3.950037259,5.011516051,5.703192981,6.312442536,6.017,3.403754371
2021-02-05 15:00:00,5.087,6.003032948,4.059052413,5.148128718,5.738025248,6.489622911,5.313,5.555141692
2021-02-05 16:00:00,4.976,5.883799521,3.965172577,5.035908832,5.612744738,6.286407846,4.76,5.00748467
2021-02-05 17:00:00,5.388,7.303442617,4.052610103,5.453107521,5.890313506,6.400628294,4.705,4.743852871
2021-02-05 18:00:00,6.722,9.199491911,5.360972829,6.422301605,7.578638928,8.575401401,4.684,3.935357122
2021-02-05 19:00:00,7.886,9.306055317,6.756282535,7.980758523,8.89514218,10.06036399,4.162,4.565536224
2021-02-05 20:00:00,8.502,10.27582462,6.781709181,8.604153069,9.91356309,10.6275,3.852,4.219867959
2021-02-05 21:00:00,8.047,9.59944501,6.418806396,8.143702921,8.943331314,10.76396204,3.778,4.119478196
2021-02-05 22:00:00,6.784,8.005592872,4.27832308,6.861487672,7.764203092,8.654883224,3.65,4.113082914
2021-02-05 23:00:00,5.124,5.950450932,4.087236262,5.367249871,5.779813505,6.536518464,3.157,3.42607315
2021-02-06 00:00:00,3.24,4.562554202,3.085149721,3.914513662,4.36305444,4.06431635,3.029,3.307247641
2021-02-06 01:00:00,2.922,3.743031694,2.53012143,3.211915074,3.515446322,4.046635074,2.923,3.185344027
2021-02-06 02:00:00,2.577,3.408995314,2.167869403,2.750618319,3.065696354,3.467275119,2.853,3.827316265
2021-02-06 03:00:00,2.403,2.921943448,2.233665837,2.565911535,2.625522014,3.193699048,2.915,2.931482141
2021-02-06 04:00:00,2.361,2.88668159,2.081,2.081,2.759050385,3.043497908,2.972,3.364384123
2021-02-06 05:00:00,2.506,3.313185375,2.239110369,2.889124965,3.167060213,3.551270045,3.274,3.528277845
2021-02-06 06:00:00,2.757,4.841742117,3.272772882,3.723633535,4.627788645,5.435945231,3.06,3.544339693
2021-02-06 07:00:00,3.692,5.905698512,3.989538304,5.064641544,5.644640279,6.3850619,3.319,4.905840471
2021-02-06 08:00:00,4.517,5.175034567,3.498742103,3.795802016,5.03283141,5.593879068,3.868,7.252162901
2021-02-06 09:00:00,4.761,5.083064642,3.440231745,4.366423804,4.602831165,5.495240202,3.691,7.702650304
2021-02-06 10:00:00,5.912,5.269617546,3.559322785,3.988028105,5.036796177,5.696835077,4.028,7.738787524
2021-02-06 11:00:00,6.522,5.32893369,3.182512291,4.57474552,5.673339859,5.760470375,4.101,5.21755
2021-02-06 12:00:00,6.504,5.741205086,3.880138392,4.923254255,4.795930115,6.202787876,4.167,8.065437559
2021-02-06 13:00:00,7.218,5.881318296,3.978782435,5.046118419,5.624929027,6.597881291,4.537,7.491731078
2021-02-06 14:00:00,6.424,5.750259554,3.888408487,4.93092472,5.955659503,6.216066966,4.325,6.428644704
2021-02-06 15:00:00,6.331,5.904029129,3.990032698,5.061408976,5.647893398,6.373678347,4.061,4.908439141
2021-02-06 16:00:00,5.216,5.767537071,3.903093059,4.957756996,5.513163951,6.235404651,3.816,4.968138472
2021-02-06 17:00:00,5.959,5.214691135,4.225389857,5.358804955,5.637657371,6.658245235,4.274,4.954270785
2021-02-06 18:00:00,6.938,7.779668883,5.258266585,6.672209221,7.437410524,8.41076644,3.998,4.650458347
2021-02-06 19:00:00,7.547,9.14530815,6.18230543,7.660696881,8.739919571,9.888263865,4.046,6.317010141
2021-02-06 20:00:00,8.064,9.869550222,6.631406887,8.601764609,8.824670679,10.08,3.99,4.289925446
2021-02-06 21:00:00,7.146,9.331382065,8.092621097,7.145973384,8.768831778,10.08800086,4.07,4.139085283
2021-02-06 22:00:00,5.848,7.840318994,6.348660871,7.219301919,7.498827771,7.495872141,3.857,4.061884622
2021-02-06 23:00:00,4.694,5.881954074,3.975250034,5.04432346,6.058629407,5.71015025,3.297,3.487934883
2021-02-07 00:00:00,3.24,4.399985934,3.560748503,3.773333427,3.973299386,4.756474153,3.018,3.18256005
2021-02-07 01:00:00,2.922,3.502989188,2.41919395,3.064229341,3.420498256,3.868489466,3.034,2.086
2021-02-07 02:00:00,2.577,2.251246204,2.081,2.614795546,2.908297852,3.288982133,2.83,3.084863059
2021-02-07 03:00:00,2.403,2.955726057,2.081,3.653516418,2.708909521,3.067900454,2.877,3.688936967
2021-02-07 04:00:00,2.361,2.726130572,2.961264492,2.337309726,2.536264337,2.979193298,2.903,3.198642404
2021-02-07 05:00:00,2.506,3.159033779,2.081,2.537085432,3.020073009,3.416915149,3.184,3.48676348
2021-02-07 06:00:00,2.757,4.698800272,3.176084409,4.029388119,4.964858495,5.079356483,3.085,3.356336162
2021-02-07 07:00:00,3.692,6.530200879,3.227895755,5.101966679,7.719618688,6.24513153,3.242,4.795276891
2021-02-07 08:00:00,4.517,5.057051886,3.418182914,4.336724873,4.442541318,5.15786727,3.5,6.729509954
2021-02-07 09:00:00,4.761,4.977515415,3.183739243,5.298350824,4.757744663,5.380984586,3.8,7.706306818
2021-02-07 10:00:00,5.912,5.230808395,3.498791629,4.485861898,5.000104662,5.654864851,3.795,8.093944943
2021-02-07 11:00:00,6.522,5.302274389,2.081,4.547158371,5.067977115,5.810760359,3.773,4.7288
2021-02-07 12:00:00,6.504,5.203316061,3.870828117,4.72515814,5.562029482,6.133989266,3.527,8.220035785
2021-02-07 13:00:00,7.218,5.881629696,4.092798344,5.044013319,5.622142824,6.358388389,3.958,7.964765724
2021-02-07 14:00:00,6.424,5.758771161,3.815194186,4.938117915,5.504107103,6.329408821,4.002,5.869351924
2021-02-07 15:00:00,6.331,6.342970634,3.103544569,5.08048247,5.662677249,6.405181762,3.955,5.33989575
2021-02-07 16:00:00,5.216,5.799564155,3.920581435,4.974137662,6.563179802,6.510294973,3.453,5.248145686
2021-02-07 17:00:00,5.959,6.340373791,3.415529097,5.437589307,6.061730552,6.854322502,3.574,5.491796625
2021-02-07 18:00:00,6.938,7.919607007,5.353007813,6.791861572,7.570008585,8.560210105,3.655,5.4931302
2021-02-07 19:00:00,7.547,9.416134156,6.293120941,7.973337476,8.886868088,10.05105201,3.943,5.188397944
2021-02-07 20:00:00,8.064,9.182361977,6.615137306,8.710334829,9.585055843,10.08,3.91,4.545962277
2021-02-07 21:00:00,7.146,9.493371961,6.516606415,8.140985893,9.076349756,10.26282419,4.112,4.56759013
2021-02-07 22:00:00,5.848,8.004331911,5.410436922,6.871214546,7.685152439,8.652886407,3.986,4.354154299
2021-02-07 23:00:00,4.694,6.045469506,5.899826161,5.185025643,5.777634703,6.532017871,3.513,3.945499898
2021-02-08 00:00:00,3.868,5.93206861,3.47685045,3.914816653,4.455459972,4.934547653,3.142,2.676799928
2021-02-08 01:00:00,3.172,3.743395872,2.530242029,3.210367239,2.254268169,4.04663855,3.084,3.59291869
2021-02-08 02:00:00,2.719,3.204846085,3.435048703,2.081,3.065770159,3.547479616,3.125,3.386757635
2021-02-08 03:00:00,2.542,2.999448005,2.081,2.574161495,2.867765802,3.232033311,3.149,3.559120224
2021-02-08 04:00:00,2.446,2.875785425,3.334092644,2.475451382,3.651980386,3.11959718,3.102,3.399402987
2021-02-08 05:00:00,2.808,3.565122218,2.162993143,2.841802251,3.167446961,3.694326811,3.446,4.021338062
2021-02-08 06:00:00,4.104,4.84308092,3.273576011,3.704432202,4.629278138,5.235616665,3.6,4.374746645
2021-02-08 07:00:00,5.007,5.908623732,3.993955473,5.067218341,5.647843821,5.806113325,4.752,5.127933845
2021-02-08 08:00:00,4.391,5.181757872,3.589557504,4.443794286,5.041345269,5.594572922,6.704,7.160787824
2021-02-08 09:00:00,4.318,5.095591181,3.44454585,4.36984746,4.870668069,5.508685496,7.417,7.959913527
2021-02-08 10:00:00,4.527,5.340734209,3.610986796,4.581471932,5.654591115,5.887253402,7.692,8.524270361
2021-02-08 11:00:00,4.582,5.479122703,3.714953881,4.745131426,5.16842007,5.8574029,8.202,8.957772571
2021-02-08 12:00:00,4.936,5.824887847,3.31369756,4.995333135,5.926478499,6.297064348,8.05,9.4323
2021-02-08 13:00:00,5.062,5.97378382,4.038248432,5.091930908,5.70967797,6.457744017,7.831,8.53746427
2021-02-08 14:00:00,4.952,5.843769028,3.950072791,5.105566989,5.518549646,6.317442732,7.508,6.676518192
2021-02-08 15:00:00,5.087,6.003200314,4.059226909,5.148167076,5.738092643,6.489002535,7.123,6.243699218
2021-02-08 16:00:00,4.976,5.864927452,3.672278461,5.036329776,5.612883448,5.699418828,6.95,5.835476526
2021-02-08 17:00:00,5.388,6.374833016,4.297289108,5.452462815,6.079254969,6.873623321,6.602,5.829787471
2021-02-08 18:00:00,6.722,7.932350422,5.361846097,6.804622048,7.582497561,8.577999155,5.947,5.601820271
2021-02-08 19:00:00,7.886,9.306107866,5.94601492,7.980871705,8.89560189,10.30009086,5.039,5.457551305
2021-02-08 20:00:00,8.502,8.972753364,6.67448597,8.261868693,10.6275,10.6275,4.288,3.699679316
2021-02-08 21:00:00,8.047,9.504719657,5.974179904,8.143531076,9.075374617,10.26579753,3.936,4.966654693
2021-02-08 22:00:00,6.784,8.004921062,5.38089379,6.865951843,7.890687011,8.654549689,3.63,4.232251485
2021-02-08 23:00:00,5.124,6.046686034,4.075992835,5.185559548,5.780072243,6.536880391,3.033,4.026428446
2021-02-09 00:00:00,3.868,4.545310225,3.085235158,3.914820773,4.091021548,6.006224047,2.944,3.890909047
2021-02-09 01:00:00,3.172,4.238567337,2.566451704,3.210098959,2.677034153,4.046603301,2.964,2.086
2021-02-09 02:00:00,2.719,3.208262488,2.169618533,2.750699568,3.308909792,3.468270637,2.882,3.152738343
2021-02-09 03:00:00,2.542,2.999564896,2.081,2.081,2.838625029,3.207858835,3.003,3.219626693
2021-02-09 04:00:00,2.446,2.886456008,2.081,2.47196068,2.964852852,2.832716124,2.932,2.875214781
2021-02-09 05:00:00,2.808,3.802592231,2.602489443,3.700116507,3.16676756,3.582222982,3.281,2.086
2021-02-09 06:00:00,4.104,4.843001227,3.168894228,5.024339364,4.799158905,5.233492815,3.383,3.875772248
2021-02-09 07:00:00,5.007,5.909999691,3.981646073,5.066546499,5.64808301,6.387573844,4.284,4.811916306
2021-02-09 08:00:00,4.391,5.181735813,4.874514639,4.28749799,4.952950598,5.591392771,6.157,6.967837565
2021-02-09 09:00:00,4.318,5.095552943,3.444334877,4.369889942,4.874593671,5.507313022,6.938,7.896124476
2021-02-09 10:00:00,4.527,5.343401262,3.609886062,4.592808467,5.106222711,5.810583413,7.525,8.279941212
2021-02-09 11:00:00,4.582,5.407092786,3.654891069,5.506321538,5.168398256,5.845398856,7.998,8.565411623
2021-02-09 12:00:00,4.936,4.820814191,3.937278923,4.995312838,5.405861895,6.148176038,7.6,6.596219698
2021-02-09 13:00:00,5.062,6.008324859,4.037910437,6.558783493,5.709246574,6.457572907,7.442,7.952405716
2021-02-09 14:00:00,4.952,5.97183234,4.526250878,5.011561962,5.586500257,6.404341025,6.831,7.338752642
2021-02-09 15:00:00,5.087,6.207400523,4.057876955,6.210482671,5.737991971,6.489637097,6.322,6.899254998
2021-02-09 16:00:00,4.976,5.872023834,3.969182617,5.03617861,5.612757914,6.348076244,5.992,6.532040046
2021-02-09 17:00:00,5.388,6.358202617,4.297787268,5.452743375,6.077568639,6.873613569,5.696,6.173214537
2021-02-09 18:00:00,6.722,7.932466169,5.428523109,6.924806138,8.834206302,8.575373695,5.401,5.924904412
2021-02-09 19:00:00,7.886,9.306047439,6.2910212,8.214920794,8.887344295,10.05967744,5.116,5.288044669
2021-02-09 20:00:00,8.502,10.03312504,7.441956339,8.603461897,9.590070126,10.84621291,3.988,5.691550035
2021-02-09 21:00:00,8.047,9.322681566,6.419334208,8.143654012,8.771457207,10.6275,3.805,3.481260325
2021-02-09 22:00:00,6.784,8.005045149,5.411488584,7.543710259,7.652143935,8.646016045,3.601,4.008012255
2021-02-09 23:00:00,5.124,6.154821988,4.088902154,4.558509964,5.77966756,6.535670975,3.229,3.354077519
2021-02-10 00:00:00,3.868,4.55887731,3.072662075,3.93728921,4.362997782,5.465636899,2.985,3.202342126
2021-02-10 01:00:00,3.172,3.643576685,2.647783251,3.210111577,3.576140664,4.188599595,2.842,3.245136426
2021-02-10 02:00:00,2.719,3.208572973,2.081,2.674367342,3.067119341,3.46891012,2.66,2.962855422
2021-02-10 03:00:00,2.542,2.999736656,2.081,2.568522056,2.349403381,3.242982584,2.602,3.117850516
2021-02-10 04:00:00,2.446,3.08041849,2.081,2.475387321,2.651681464,3.12043673,2.74,2.086
2021-02-10 05:00:00,2.808,3.686685498,2.23984093,2.842089893,3.167752826,3.324926641,3.166,2.538095858
2021-02-10 06:00:00,4.104,4.849461263,3.271485649,4.15330263,4.629208833,5.235568664,3.254,3.573225194
2021-02-10 07:00:00,5.007,5.908527745,3.995037879,5.009229271,5.647773052,5.49668258,4.264,4.685903496
2021-02-10 08:00:00,4.391,5.181767069,3.502755775,4.431785384,5.16351887,5.601715307,6.406,8.7515
2021-02-10 09:00:00,4.318,5.095539288,3.444314051,5.578137512,4.870564689,5.508541454,6.938,8.004069786
2021-02-10 10:00:00,4.527,5.341419098,3.563867803,4.581973661,4.771349332,5.775206127,7.44,7.999374277
2021-02-10 11:00:00,4.582,3.929861583,3.400833886,4.483921033,5.16686994,5.844654626,7.61,8.391806788
2021-02-10 12:00:00,4.936,5.824837278,3.937329235,5.152871717,6.379233568,6.297024548,7.174,7.989230914
2021-02-10 13:00:00,5.062,5.973118742,4.036994726,5.123755379,5.53046899,6.527706605,6.875,7.707285675
2021-02-10 14:00:00,4.952,5.843632652,3.950039217,5.006615712,5.585427115,6.317449951,6.621,7.308584072
2021-02-10 15:00:00,5.087,5.939327091,3.941824725,5.147290001,5.505708621,6.489562049,6.21,6.887185764
2021-02-10 16:00:00,4.976,6.106466926,3.969182828,5.005721955,5.612791058,6.348002272,5.717,6.211538855
2021-02-10 17:00:00,5.388,6.35955916,4.297922287,5.452746083,6.417973637,6.865654092,5.552,6.161689633
2021-02-10 18:00:00,6.722,7.93243767,5.488934574,7.767497646,7.301932761,8.564927564,4.783,5.525501325
2021-02-10 19:00:00,7.886,9.306122106,6.891709435,8.665487468,8.238688246,10.06037052,4.212,4.891138451
2021-02-10 20:00:00,8.502,10.6275,6.780882684,8.604009853,9.590002075,10.6275,4.148,2.086
2021-02-10 21:00:00,8.047,9.385242121,6.417418949,8.143692789,9.362613098,10.264371,3.82,2.930982754
2021-02-10 22:00:00,6.784,8.004684327,5.189047879,6.796189357,7.702526712,8.470361975,3.32,3.614963236
2021-02-10 23:00:00,5.124,6.047731439,5.41957354,5.174023731,5.779757346,6.340284347,2.77,3.169622634
2021-02-11 00:00:00,3.868,4.563978191,3.085289438,3.914568443,4.363005454,5.656415098,2.601,2.987213985
2021-02-11 01:00:00,3.172,3.742813217,2.526307126,3.209132507,4.158324942,4.046596977,2.546,2.768507535
2021-02-11 02:00:00,2.719,3.208654205,2.168806477,2.751737047,3.066921886,3.475917847,2.494,2.803340441
2021-02-11 03:00:00,2.542,2.214203621,2.081,2.572534352,2.867310768,3.24288419,2.649,4.297460724
2021-02-11 04:00:00,2.446,2.886409647,3.073966708,2.475390594,2.759015712,3.12031259,2.461,3.771573519
2021-02-11 05:00:00,2.808,3.313633127,2.239839186,3.405051695,3.167321101,3.581818056,2.891,3.335538482
2021-02-11 06:00:00,4.104,4.843128463,3.273786323,4.15310071,4.629213933,5.789538057,3.136,3.27044619
2021-02-11 07:00:00,5.007,5.908714763,3.99405855,5.067193134,6.108245831,6.387563666,4.47,5.192671998
2021-02-11 08:00:00,4.391,5.322836944,3.472166256,4.636913236,4.953014671,5.601707142,6.504,6.893698428
2021-02-11 09:00:00,4.318,5.095546076,3.444322692,4.867764451,5.476658844,5.230922941,7.242,8.3582
2021-02-11 10:00:00,4.527,5.340272776,3.611036721,4.581297904,5.105158712,5.775318216,7.178,8.091960159
2021-02-11 11:00:00,4.582,5.406998352,4.309172343,4.521593622,5.167833169,5.915986101,7.268,8.275117259
2021-02-11 12:00:00,4.936,5.824068653,4.806544153,4.995322371,5.568608939,6.297023012,7.116,8.067977702
2021-02-11 13:00:00,5.062,6.13280818,3.953143255,5.122841734,5.707518227,6.456601344,6.97,6.262121595
2021-02-11 14:00:00,4.952,5.961362916,3.95002156,4.746245537,5.585763992,6.317411567,6.656,7.535578953
2021-02-11 15:00:00,5.087,6.101569729,4.057949505,5.511001787,6.078486653,6.489641482,6.462,6.98226955
2021-02-11 16:00:00,4.976,5.87148676,3.137976992,5.030188992,5.612846875,6.460503759,5.749,6.344581079
2021-02-11 17:00:00,5.388,5.776743372,4.351813674,4.847204653,6.077532556,6.873601259,5.656,5.522299417
2021-02-11 18:00:00,6.722,7.932310538,5.362375884,6.802808319,7.582296557,8.575458264,5.47,5.306429311
2021-02-11 19:00:00,7.886,9.306015367,6.662412648,7.980823028,10.40548797,9.875128293,4.497,4.896253006
2021-02-11 20:00:00,8.502,10.03301591,6.781753439,7.527518337,9.590068621,10.6275,3.862,4.470536856
2021-02-11 21:00:00,8.047,9.496080635,6.24379903,8.143754092,9.076913433,10.26569056,3.633,4.071296824
2021-02-11 22:00:00,6.784,8.005425715,5.411400036,6.865948685,7.652258993,8.654576932,3.312,3.907178595
2021-02-11 23:00:00,5.124,6.046756204,4.087176049,5.187325469,5.764764828,6.536879499,2.92,3.157442601
2021-02-12 00:00:00,3.868,3.724982787,3.085412413,3.914483548,4.362886253,4.941175138,2.838,2.204686553
